review,voted_up,created_at
Ever since I made an attempt to play this game. I'm always having issues. Back in 2023-2024 I was always lagging. I decided to play again since I'm using Ethernet. This time I'm having KMODE Exception Not Handled 0x1E and System Exception (I forgot the rest). IDK what the problem is. But I was really looking forward to play this game.,0,2026-05-14 13:22:10
"good
",1,2026-05-14 12:33:37
good game,1,2026-05-14 11:54:05
good game,1,2026-05-14 11:01:14
bang,1,2026-05-14 10:52:55
best,1,2026-05-14 10:41:03
waste of time,0,2026-05-14 10:30:36
it was 4 k,1,2026-05-14 09:18:01
great game,1,2026-05-14 08:26:38
fun game to play with friends :),1,2026-05-14 07:55:36
GG,1,2026-05-14 07:48:05
"Pretty fun game, just dont lose your cool while youre building your skills, if you play casually its really enjoyable.  feels like an adventure everytime",1,2026-05-14 07:24:57
great game play,1,2026-05-14 07:12:32
😔,0,2026-05-14 06:45:57
good,1,2026-05-14 06:26:11
Very nice game i got 1 tapped in first 5 min,1,2026-05-14 05:22:39
Тебе берсту с т1 броником на перой менуте матча а противникам т3 с топ оружием фулл в обвесах и иди воюй,0,2026-05-14 04:28:47
"interesting game, which there was an easier way to earn bp",1,2026-05-14 04:15:46
good game,1,2026-05-14 03:58:19
"китайский понос, в котором не регает",0,2026-05-14 03:52:50
"I have a large circle of acquaintances and many accounts, this is one of the main accounts. I played many games and still play them, but I chose PUBG and it became the best. The worst thing is that I still donate and I play a lot, but I have never once received a progressive weapon skin or anything. It's just that people who I brought to play and played and gave up on the first try, gave up on it and I think that's why I'm losing motivation and I'll give up on this game too...",1,2026-05-14 03:42:04
",




",1,2026-05-14 03:38:01
game shutters a lot fix this,0,2026-05-14 02:59:07
BEST GAME EVER,1,2026-05-14 02:25:36
best,1,2026-05-14 02:19:51
"always a great game to play with friends
",1,2026-05-14 01:58:10
"[h1] Legit rant [/h1]
This game went downhill the moment it became free to play.
Tons of hackers, the lack of real bans (people automatically switch accounts in 10 minutes using tools hackers provide), and updates that don't address real issues ([b] they removed the weapons people loved so far [/b] recently, nobody asked for it).

It's not a great competitive FPS like it was before; it's just a playground for hackers that's slowly drifting into GTA-like arcade gameplay.

[h1] Synoposis [/h1]
I can't recommend this to anyone in 2026.",0,2026-05-14 01:53:42
the team games when you know other people and can invite them to play,1,2026-05-14 01:46:56
nice game,1,2026-05-14 00:39:09
Good game,1,2026-05-14 00:04:31
good,1,2026-05-13 23:24:59
пабг уже не торт но пойдет впринципе,1,2026-05-13 23:22:35
ok,1,2026-05-13 23:15:44
"Verry fun
",1,2026-05-13 22:46:02
"Bla bla bla. Jump plane, find gun, bang bang, chicken/no chicken.  Go next. 10/10.",1,2026-05-13 22:41:15
Bubba G,0,2026-05-13 22:37:14
"Enjoyable game but Krafton is removing a lot of the fun in the game by removing weapon options in favour of adding gimmicks that go largely unused by the player base (E.G. Inflatable boat, vehicle camo netting)


Loot became incredibly dense allowing players to get a full kit from most safe drop locations leading to games feeling very same-y to me. This isn't an objective issue just a personal one.


tldr: weapon variety made the game fun but they are removing a lot of guns.",0,2026-05-13 21:52:14
Been playing this game since day one. Legit the best BR.,1,2026-05-13 21:37:39
keep calm and drop pochinki,1,2026-05-13 21:34:52
Is halt geil wa,1,2026-05-13 21:09:53
"game loz
",1,2026-05-13 21:04:57
"The explosive popularity of PUBG back then had its reasons. The game was very fun, satisfying both economic and entertainment aspects. Its unique action system made every victory dance soar freely. Although the game struggled with preventing cheating, it is still undeniable that it was an excellent pioneering game.",1,2026-05-13 21:00:15
"I like the slower paced style of PUBG as opposed to warzone and similar battle royale.  I play solos, so can't comment on squads, but in terms of gameplay, I feel pubg gets the sim bettter than the rest.",1,2026-05-13 20:46:41
best br game,1,2026-05-13 20:39:52
i love killing each other.,1,2026-05-13 20:31:26
Good game,1,2026-05-13 20:05:37
it good with friends,1,2026-05-13 20:03:15
no,0,2026-05-13 19:41:20
just try get all hacks out of game and will be better for all,1,2026-05-13 19:34:42
"susah cik, tp gw jago",1,2026-05-13 19:30:42
Less cheaters would be nice,1,2026-05-13 18:55:48
best game ever,1,2026-05-13 18:37:51
good,1,2026-05-13 18:20:51
เยี่ยมสนุกมาก,1,2026-05-13 18:12:40
really good game but im a starter and i get matched up with lvl.500's its unfair,1,2026-05-13 18:01:41
"i really like this game because the gun i firing the opponent are very reality
",1,2026-05-13 17:59:15
Peak gamig,1,2026-05-13 17:37:31
Good,1,2026-05-13 17:29:16
"50% Iraq firefight
30% Chinese username with good gaming chair
19% third partying 
1% Decent loot",1,2026-05-13 16:49:19
sf,1,2026-05-13 16:38:25
Its run and operated by a communist country so  because of that its a HACKER HAVEN! Just to be clear click box if received free is only a smokescreen! Although you get free download you pay to get perks or special gear so don't let the fools fool you! You pay if you want to enjoy what it has to offer! In all honesty it's the best game of its kind yet we let scum run & operate it! Nope china's still the worst culture in our worlds history! they truly are the weakest minded culture in the world at the present time!,0,2026-05-13 16:38:01
Verygood,1,2026-05-13 16:26:26
very good,1,2026-05-13 16:00:38
Good shooter game,1,2026-05-13 15:44:56
ganda,1,2026-05-13 15:38:21
krafton please roll taego,1,2026-05-13 15:33:51
ywa,1,2026-05-13 14:57:06
lololol44,1,2026-05-13 14:47:18
cake walk,1,2026-05-13 14:38:00
I first started playing PUBG on mobile and I liked it a lot. I hop there will be more fun while playing it on PC with better graphics.,1,2026-05-13 14:30:19
"То что у китайцев свой ПАБГ, всё равно не спасло нас",1,2026-05-13 14:04:00
Good fun with friends,1,2026-05-13 13:53:10
"played PUBG to release stress, got killed by my own grenade

10/10 would recommend",1,2026-05-13 13:47:19
One of... if not thee best... Battle Royale game ever created...,1,2026-05-13 13:29:03
brings me back to cod waw,1,2026-05-13 13:22:33
nice,1,2026-05-13 13:21:38
"Drop in, murder people, die, repeat. Its perfect.",1,2026-05-13 12:27:06
fireee,1,2026-05-13 12:10:27
dad,1,2026-05-13 12:09:15
GG,1,2026-05-13 12:01:40
"i like  this game 
",1,2026-05-13 11:47:21
"i was spend too much time for update, very unhappy!",0,2026-05-13 11:30:39
"Best BR game still sucks, sweats and tryhards will insta kill you.",0,2026-05-13 10:38:47
do i get my money back since i bought it for 29.99 day 1 and now its free to play?,1,2026-05-13 10:36:00
"PUBG is still the purest form of battle‑royale stress you can legally buy.  
Every match feels like a slow‑burn thriller: quiet looting, tense rotations, and then sudden chaos when someone with a level‑3 helmet appears out of nowhere to ruin your day. The gunplay remains the star — recoil patterns, bullet drop, and positioning all matter, and winning a fight feels earned rather than random.

Maps are varied, the pacing is unique, and no other BR captures that “I swear I heard footsteps” paranoia quite like PUBG. It’s not perfect — desync moments and the occasional bug still exist — but when the stars align, nothing beats the adrenaline of a clean chicken dinner.

If you enjoy tactical shooters where every decision counts, PUBG still delivers.",1,2026-05-13 09:52:45
絕地求生,1,2026-05-13 09:25:42
"best games ever 
",1,2026-05-13 09:23:17
good game,1,2026-05-13 09:22:36
♥♥♥♥♥♥♥♥ players,0,2026-05-13 09:03:32
ok,1,2026-05-13 07:49:34
ТОПОВАЯ ИГРУШКА,1,2026-05-13 07:47:53
cak game nhu lolz,1,2026-05-13 07:01:17
i like everything wished we has a pubg 2 comming,1,2026-05-13 06:59:03
geras zaidimas bet galetu susitavrkyti garsus nes huj parasyi is kur saudo,1,2026-05-13 06:02:21
yikes,0,2026-05-13 05:17:28
"NICE
",1,2026-05-13 05:12:36
"i like
",1,2026-05-13 04:43:41
its ok,1,2026-05-13 04:34:11
ww team,1,2026-05-13 04:27:16
its good game but Fortnite chapter 1 session 4 is better,1,2026-05-13 04:02:45
"LAND
LOOT
DIE
REPEAT
Still one of the best battle royale games ever.",1,2026-05-13 03:51:07
One of my favorite game. It reminds me of lots of good memory.,1,2026-05-13 03:25:49
Really fun battle royale game recommend,1,2026-05-13 01:22:41
"AMZ game i so luckly 
",1,2026-05-13 00:40:43
good.,1,2026-05-13 00:25:45
"такие мобики конечно тут играю, по кайфу мочить их в пабгджане",1,2026-05-12 23:28:20
Great game,1,2026-05-12 23:26:51
BETTER THAN VALORANT,1,2026-05-12 23:26:12
to good,1,2026-05-12 23:19:37
"Who doesnt love to get beamed by any AR full auto at 300+ m , Omega fun. would recommend this game any Cheater like Apex Legends. both Devs dont care! Müsst ihr selbst wissen.",0,2026-05-12 22:46:52
good,1,2026-05-12 21:17:57
"you must play this game
",1,2026-05-12 21:08:51
1314,1,2026-05-12 20:30:14
Fun BR to play with friends.,1,2026-05-12 20:24:58
its fun,1,2026-05-12 20:02:05
s,1,2026-05-12 19:50:31
sadsad,1,2026-05-12 19:45:37
"Hi, I recommend this game, it's kind and positive, though you need to get used to the shooting, it's well done here, each weapon and caliber has its own bullet trajectory, there's a place for both fans of slow gameplay with meticulous looting and tactical maneuvers, and fans of meat grinders and action. I'm writing a review because of the nice number of hours, I'm sure everyone already knows about good old PUBG anyway.",1,2026-05-12 19:43:05
a hpw do ou,0,2026-05-12 18:38:10
"The game is bad in every way, from bugs and cheaters to crashes. I just called a BRDM in zone 5, was swimming to shore, then I crashed and died from the zone. My second friend decided to take the BRDM and he also crashed. Now the two of us are spectating our third friend.",0,2026-05-12 18:32:25
good,1,2026-05-12 17:07:22
horrible performance,0,2026-05-12 16:33:09
"Mismanaged, but fun.",1,2026-05-12 15:00:28
game gets crashed .,0,2026-05-12 14:53:26
Nostalgic,1,2026-05-12 14:47:00
垃圾服务器没有优化bug一堆,0,2026-05-12 14:41:19
atleast 1 hacker every or every other game not very enjoyable anymore !,0,2026-05-12 14:37:16
never lost the magic imo,1,2026-05-12 13:04:22
classic and great title,1,2026-05-12 11:58:20
"Cool game, bought it for money, then it became free. There are interesting modes, but they made everything more complicated, I used to earn some cash here on cases, but now it's a mess.",1,2026-05-12 11:26:12
"DOG WATER AHHH GAME WON'T LAUNCH FOR ME ANYMORE... SAD, I GOT IT TO LAUNCH ONCE THOUGHT I FIXED IT AND I BE DAMN IF IT WOULDN'T LAUNCH AGAIN.. Almost 700hrs later and prolly 500 on console.. Never thought the game would be so bad that you had to solve for x just to make it launch smh. Do not buy this game in 2026",0,2026-05-12 11:22:14
every time there is a problem with game,0,2026-05-12 11:19:43
"Since 2021, I've played 39 hours. Also, the developers of this wonderful game banned me with VAC because I most likely died in the wrong place, thanks, very cool game.",0,2026-05-12 11:19:06
"every random u meet are missing their frontal lobes. if u slime one of ur teammates, the rest will freeze up and stare at the dead body for 10 seconds, trying to process the situation. (Based on true story btw)",1,2026-05-12 11:14:14
good for newbie fps,1,2026-05-12 11:02:51
"that very game that draws you in with shooting, but when you think you're starting to get somewhere, you realize that everything else in this game repels you and you don't like it, but overall it's easy to find enjoyment here, just take a Panzer",1,2026-05-12 09:28:27
realistic!,1,2026-05-12 09:12:39
w,1,2026-05-12 06:51:04
 n,1,2026-05-12 06:42:35
Simple BR w/ no magic goblins or aliens. A lot of bots though?,1,2026-05-12 06:36:37
classic,1,2026-05-12 06:16:50
[b] 67🕶️[/b],1,2026-05-12 05:49:38
"Nowadays, this game isn't worth playing. The game itself is good; you feel the mechanics are a bit outdated, but it's sill fun. I believe most people who play it now do so more out of nostalgia than because the game is actually good. I believe there are better options on the market.",0,2026-05-12 05:49:26
"this game so fudging good
",0,2026-05-12 05:10:04
5S,1,2026-05-12 04:57:52
"There has always been a fanbase for this game, It is fun.
If you enjoy Fortnite it is similar (thanks to Epic's lack of an original thought) but has more serious tones to the feel of the game overall.
My only warning is I've heard the game suffers from hackers in ranked and more competitive scenes",1,2026-05-12 04:09:05
"Waste precious 10-20 minutes looting and running just to get killed by scumbags who can see through walls and shoot headshots at 100% accuracy all the time, then getting them banned ONLY for A WEEK. Probably already got hundreds of screenshots saved of people I reported getting a ""TEMPORARY BAN"" for ""UNUSUAL GAME PATTERNS"". It's like CS2, they allow cheaters to keep their servers populated and their player count high. Great game, terribly managed.",0,2026-05-12 03:52:44
Beest game,1,2026-05-12 03:01:14
In this game you fight 1 squad the next second 3squads fight you this game is absolute ♥♥♥♥ the ranked system is completely ♥♥♥♥♥♥ having fun so far,0,2026-05-12 01:35:42
Ban on cheaters is poor here.,1,2026-05-12 01:25:10
love this game so far its been a vibe and my first shooter game with a bang on pc but fire game regardless my new main now!,1,2026-05-12 01:19:54
Trash game,0,2026-05-11 23:56:12
one of pioneers of battle royal and still hard to replace,1,2026-05-11 23:44:30
"Since day one player, over 1300 hours, one of my top most played games, lots of time streaming and making memories with friends AND NOW...no more.

For the TLDR, game bad. Carless greedy company, the worst gambling of loot boxes I've ever seen, no concern for the quality of experience for the players, laughable attempts of quashing the constant surge of cheaters, severly limited servers with no option of choice, insane ratio of in game currency value to the dollar and on top of all that is an extreme lapse of quality of in game content.

Understandably, there are many different points of view and likes accross many different personalities so there is great varience in opinions and therefore not everything is for everyone. Aside from previous satement there is still some measure of quality that is objective and I'd like to dive into those over personal feelings or experience.

Most importantly is quality of Publisher/Developer. Naturally, the ideals and desires of the two are often differing, conflicting, independant, selfish. Why not, one will care more about face, money and status while the other concerns themselves with quality of product and it's users. Uncertain as to which one is more reasponsible for the copious negatives BUT there is almost nothing possitive to say about anything purtaining to the responsibilities of quality in game that either company oversee. Gambling is quite possibly one of the worst things to be implemented in casual and competitive gaming in order to create a strive for goals and the rewards of their completion and PUBG is without a doubt the worst one in the gaming industry containing: Several different tabs to visit to obtain in game cosmetics, a couple different unique currency PER TAB, obscure ways to obtain said currency, painfully slow gain of currency, the value of the items woeully insignificant to the total value of game time and possibility to earn, multiple loot box systems with a miniscule chance to earn anything valuable, grotesquely unfair ratio of covertion rate of real dollar to premium currency with next to no way to gain outside of spending real money.

There remains a fair deal of cosmetic content to gain without dropping a single dollar and it REMAINS a choice for the user if they wish, which I sadly have chosen and lament the thought of calculating that total value. Possibly sitting somewhere in the highest of tripple diggits. As it stands, not an ounce of this game is pay to win, all of the currencies prelude to just cosmetics and PUBG has some of the flashiest character designs, gun vehicle and even lobby skins BUT unlocking them is akin to an enternity of scraping your nails on a chalkboard and hoping that the next minute might yield gold.

Another point is the game mechanics. As a drop in, loot, survive and winner winner chicken dinner it is safe to say that, while not being the first in it's genre, PUBG has set the ultimate ground work and become synonymous with the game type, Battle Royal. Veritably the most saddest example of a ""where are they now?"" scenario like a slap in the face is that of PUBG now, similar to discovering your childhood hero is infact in rehab for various illegal activities. Which isn't to say the overabundance of cosmetics and crossover deals has interfered much at all with the overall game experience, just look at fortnite, everyone loves a bit of whimsy in their lives. Saddly the level of detail in gunplay, the strategey unique in many Mil Sims, the squad based gameplay and skill levels and outcomes have ALL been on a rapid decline. Quality of gameplay systematically making way for the glam and glitter designed to distract players into painfully forcing themselves into the meat grinder with the epitath of ""just one more"".

Futhermore understandable is the claim of ""get good"" in a game of competitive challenge. With most games, a progression from beginner to top player is meant to scale with the player, combining challenge with reward further cultivating an overall positive experience which provides opportunity to ""get good"". However many new player, returning player or just a casual drop in and out player are met with matchups agaisnt skill levels that belong only in the eSports level, denying the first five to ten steps required to obtain ""good"" status. Personally to say after 1300+ hours I have very little skill to show for time spent, of which at one point I commited time and effort to train myself. Learning in game physics, selecting guns to master an understanding of, developing of tactics and even perfection of the drop system, like the broken shattered dreams laid before me I am left with naught but ruin and frustration. After all that I'd like to point out, only ever casual gaming, never trying for anything other than drop in and play. That level of standard for a game is grotesque in it's entirety, solidifying the game primarily as a private club of people built only on the extremely skilled player. 

Throughout the many years PUBG has been alive, it has seen far more than it's fair share of cheaters. Myself and friends of mine have personally seen some of the worst cheating in our gaming experiences, from the simple terrain cliping or expliot, wall hacks, auto aim, zero recoil to some severe diobolical cheating. I personally witenessed a kill cam reveal a player from across the map, lock instantly onto various people positions throughout the map, move through ground, wall and building in seconds to end up right behind me. While the appeal of a free game is very attractive to many players, there is always a little caveat of the previously mentioned problems such as high loot box focus, agressive battle pass, small to moderate percentage of the game locked away ABOVE ALL lies the biggest achilies heel in the form of cheaters. There is ZERO recompense for these cheaters, bans easy to work back around, accounts to be made as infinatly as you can create emails. Understandably there can be little done sometimes, if someone wants to cheat and ruin other players games, they are going to BUT one simple way that can stop cheaters or at least a vast majority of them is a game price. You can't bounce back from a ban anywhere near as easily if it costs you financially.

Finally as a nail in the coffin, I have not once seen a game require in order to simply use a feature of it you phone number, personal phone number, information which is only likely needed to track or steal information. Security is an extremely garbage reason to require personal information in order to play ranked modes as opposed to quick match. Systems across the whole of game space in the entirety of ever have never once needed that type of feature and it should come as a precursor for what either the game devs or publishers really care about which is tracking it's users.

Whilst personaly I've had my own ups and downs, possitive and negative memories, pros and cons, loves and hates and despite this length of a review, I could fill this space double over with my own personal thoughts and experiences. This game and it's makers care and hope for only one thing, the money they can bleed out of it's users while they distract players with the flashy lights of pretty outfits and instill false hope that the random chances are remotely achieveable. Solid 0/10, this game deserves to be laid to rest.

Edited Adendum: The cheating is not nearly as prolific as previously stated and has been handle quite well of late compared to PUBG's earlier years.",0,2026-05-11 23:34:39
.,1,2026-05-11 23:00:53
"can't play the game, won't let me get into the client, super buggy.",0,2026-05-11 22:26:46
♥♥♥♥♥,1,2026-05-11 22:15:40
ADILI JOKOWI,1,2026-05-11 22:05:40
incroyable,1,2026-05-11 20:49:51
worst gameever,0,2026-05-11 20:14:15
BEST GAME IN THE WORLD,1,2026-05-11 18:26:43
564746,1,2026-05-11 18:21:24
this ♥♥♥♥ makes me want to grab a spoon hold it over my lighter i used to burn my mother and then dig into my cranium and rip out my eyeball and then proceed to my other eye ball and put them into a plastic bag and then stomp on it then put it in my mouth and chew it then feed it to my skinned alive cat like a mama bird and then wait for it to digest it out and then shove it into my eye sockets so it contaminates my brain and kills me slowley,0,2026-05-11 18:20:22
damn good. i am trash but damn good,1,2026-05-11 18:07:00
easiest cure for madness,1,2026-05-11 17:40:19
Hope you like to sweat.,0,2026-05-11 16:41:37
gg,1,2026-05-11 16:36:52
"gey
",1,2026-05-11 15:48:03
"Been having fun time with this game lately
",1,2026-05-11 14:38:00
The best way to test your attentiveness and ruin your eyesight to -100 because of a guy who likes to sit in the bushes.,1,2026-05-11 13:49:18
"awesome game i ever played
",1,2026-05-11 13:04:34
"Gather loot for 20 minutes. Drive around for 20 minutes. Sneak around for 20 minutes. Get shot in the head out of nowhere, after an hour of seeing nobody and accomplishing nothing.

I don't get it.",0,2026-05-11 12:32:25
GG but no Linux </3,0,2026-05-11 12:00:43
very fun game,1,2026-05-11 10:50:30
"Nothing beats the adrenaline rush of the final circle. 20 minutes of looting, 2 minutes of intense fighting, and the best victory feeling in gaming.",1,2026-05-11 08:16:31
good game,1,2026-05-11 08:10:25
fgrsrtsxhf,1,2026-05-11 08:03:30
:D,1,2026-05-11 07:25:02
"uhhhhh fun
",1,2026-05-11 07:22:22
still goated lowkey,1,2026-05-11 07:13:37
One of the best games I have ever played in my entire life and I have played games all of my life and in my life this is the best one of them all omg,1,2026-05-11 06:35:47
Epic game!  Still one of the best BR out there=),1,2026-05-11 06:32:29
ВЫВ,1,2026-05-11 06:30:13
this is the best game i ever seen,1,2026-05-11 06:23:35
1,1,2026-05-11 05:56:11
Legend!?,1,2026-05-11 05:34:11
I CANT CONNECT THE ♥♥♥♥♥♥♥ SERVERS,0,2026-05-11 05:32:16
"NICE GAME, I LIKE IT",1,2026-05-11 05:16:39
add,1,2026-05-11 05:06:53
55uy5rnujhnjjtjrtju,1,2026-05-11 05:00:29
THIS IS TRASH GAME,0,2026-05-11 04:56:47
noice,1,2026-05-11 04:43:58
this game kinda alright but gliders are cool,0,2026-05-11 04:34:36
gamatogaime,1,2026-05-11 04:13:43
Good game,1,2026-05-11 04:12:50
"The game is becoming increasingly frustrating to play. Many players appear to have almost no recoil, even with weapons that should be difficult to control. It often feels like the anti-cheat system is either ineffective or completely absent. There are also too many smurf accounts and highly experienced players using new accounts, which makes matchmaking unfair for regular players. PUBG still has great potential, but the current state of cheating and account abuse seriously damages the experience for honest players. At this point, I cannot recommend this game to new or returning players.",0,2026-05-11 03:54:04
Add Cross progression we are in 2026 step it up. I want to use the cosmetics I paid for in your game but you are not allowing me to.,0,2026-05-11 03:51:02
ai,0,2026-05-11 03:43:23
only good with friends or rare friendly strangers. everything else is just solo-4man,1,2026-05-11 03:42:48
y,1,2026-05-11 03:01:06
SDex,1,2026-05-11 02:37:23
gud,1,2026-05-11 02:34:53
"mr.monster

",1,2026-05-11 02:05:24
nice,1,2026-05-11 01:43:48
"Spend 12500 G-Coin, didn't even get a single one Eve Record File, what a scam, that even expensive more than a original Stellar Blade Game",0,2026-05-11 01:31:18
zalupa,0,2026-05-11 01:09:11
Doesn't work on Linux.,0,2026-05-11 01:03:27
,1,2026-05-11 00:20:01
I liked it a bit...,1,2026-05-11 00:17:55
Gud,1,2026-05-11 00:14:57
Best game I ever found for free it is goated. Good graphics but I would like more machine guns please and thank you. Over all 5 stars,1,2026-05-10 23:15:45
good,1,2026-05-10 23:13:20
game nhu con cac,1,2026-05-10 22:14:34
"პუბგ
პ არკში
უ ნდა 
ბ ორჯომი
გ ავხსნა 
",0,2026-05-10 22:08:13
good game <3,1,2026-05-10 22:00:11
m,0,2026-05-10 21:16:19
S,1,2026-05-10 20:58:42
"good game 
",1,2026-05-10 20:53:24
Good game,1,2026-05-10 19:34:11
"After years of supporting and playing PUBG: Battlegrounds, this is honestly the first time I’ve felt truly disappointed as a customer. I don’t think players should have to go through this kind of troubleshooting process just to launch a game. Instead of effectively dealing with hackers, the game keeps making its anti-cheat system more aggressive, and legitimate players end up suffering from crashes, conflicts, and launch issues. A game shouldn’t require users to dig through services, drivers, and background processes just to make it work.",0,2026-05-10 18:33:27
Me is AKM god,1,2026-05-10 17:45:27
Bad,0,2026-05-10 17:34:26
ok,1,2026-05-10 16:58:32
"Yeah man pair a rookie like me up against ♥♥♥♥♥♥ Death token collectors like it's the purge.

> This game would be amazing if the player base had normal iq.
> Don't fight anyone who has mandarin in their username
> It's fun and addicting at times.

Overall 6/10
",1,2026-05-10 16:39:41
Not bad.,1,2026-05-10 16:05:39
it was so fun and i like so moch,1,2026-05-10 15:49:39
yolo,1,2026-05-10 15:45:59
game = good,1,2026-05-10 15:26:10
OLD BUT GOLD,1,2026-05-10 14:24:28
♥♥♥♥♥ ♥♥♥♥♥♥♥ everywhere,0,2026-05-10 14:09:56
"This game is currently dead in Sydney... I have to play singapore server, though it's 120ms, the game is still enjoyable",1,2026-05-10 13:39:30
banned for no reason less than 5 hours after installing the game,0,2026-05-10 13:35:29
Best Game! 👍,1,2026-05-10 12:57:52
z,1,2026-05-10 11:52:04
"Clunky and odd controls / training.
Honestly didn't even make it to the PVP before uninstalling.",0,2026-05-10 10:54:16
game bagus banget anjiirrr,1,2026-05-10 10:39:32
this game is a true horror game,1,2026-05-10 10:02:15
-----------------------------------,1,2026-05-10 08:57:32
this game is really fun and run really well on my pc,1,2026-05-10 08:54:36
gg,1,2026-05-10 08:04:29
F2P,1,2026-05-10 06:43:23
"Every game is different, and there are training areas to get the hang of the game before jumping in at the deep end.",1,2026-05-10 06:21:34
"Its aightt, needs an update if we being forreal",1,2026-05-10 06:16:06
"hi
",1,2026-05-10 06:05:21
"GAME KONTOL, TIBA TIBA NLD, PAS MASUK LAGI MALAH GAME CRASH NGENTOT",0,2026-05-10 05:29:23
gg,1,2026-05-10 05:26:49
l,1,2026-05-10 04:56:21
With Friends its an absoulte Shenanigas and lots of curses and an extreme amount of shouting with such fun. Fr try it with friends and if u dont have them. theres trump wars happenin try that out.,1,2026-05-10 04:35:59
Great game that has stood the test of time. just needs better character models and movement,1,2026-05-10 04:33:52
Day one player and still great fun...somehow.,1,2026-05-10 04:21:06
"game.
",1,2026-05-10 04:08:35
"Dancing Asian man, Chinese dance meme, Chinese man dancing meme, Chinese man dancing, Chinese guy dancing, big Asian man dancing song, buff Chinese man dancing, dancing Asian man song, buff Chinese man dancing song, dancing Chinese man, Asian man dancing, Chinese guy dancing meme, Asian guy dancing meme, Chinese dancing man, Asian guy dancing, dancing Asian man tiktok, Asian dance meme, Chinese dancing meme, angry Chinese man dancing, Chinese guy dance, funny Chinese man dancing, Dancing Asian man, Chinese dance meme, Chinese man dancing meme, Chinese man dancing, Chinese guy dancing, big Asian man dancing song, buff Chinese man dancing, dancing Asian man song, buff Chinese man dancing song, dancing Chinese man, Asian man dancing, Chinese guy dancing meme, Asian guy dancing meme, Chinese dancing man, Asian guy dancing, dancing Asian man tiktok, Asian dance meme, Chinese dancing meme, angry Chinese man dancing, Chinese guy dance, funny Chinese man dancing, Dancing Asian man, Chinese dance meme, Chinese man dancing meme, Chinese man dancing, Chinese guy dancing, big Asian man dancing song, buff Chinese man dancing, dancing Asian man song, buff Chinese man dancing song, dancing Chinese man, Asian man dancing, Chinese guy dancing meme, Asian guy dancing meme, Chinese dancing man, Asian guy dancing, dancing Asian man tiktok, Asian dance meme, Chinese dancing meme, angry Chinese man dancing, Chinese guy dance, funny Chinese man dancing, Dancing Asian man, Chinese dance meme, Chinese man dancing meme, Chinese man dancing, Chinese guy dancing, big Asian man dancing song, buff Chinese man dancing, dancing Asian man song, buff Chinese man dancing song, dancing Chinese man, Asian man dancing, Chinese guy dancing meme, Asian guy dancing meme, Chinese dancing man, Asian guy dancing, dancing Asian man tiktok, Asian dance meme, Chinese dancing meme, angry Chinese man dancing, Chinese guy dance, funny Chinese man dancing, Dancing Asian man, Chinese dance meme, Chinese man dancing meme, Chinese man dancing, Chinese guy dancing, big Asian man dancing song, buff Chinese man dancing, dancing Asian man song, buff Chinese man dancing song, dancing Chinese man, Asian man dancing, Chinese guy dancing meme, Asian guy dancing meme, Chinese dancing man, Asian guy dancing, dancing Asian man tiktok, Asian dance meme, Chinese dancing meme, angry Chinese man dancing, Chinese guy dance, funny Chinese man dancing, Dancing Asian man, Chinese dance meme, Chinese man dancing meme, Chinese man dancing, Chinese guy dancing, big Asian man dancing song, buff Chinese man dancing, dancing Asian man song, buff Chinese man dancing song, dancing Chinese man, Asian man dancing, Chinese guy dancing meme, Asian guy dancing meme, Chinese dancing man, Asian guy dancing, dancing Asian man tiktok, Asian dance meme, Chinese dancing meme, angry Chinese man dancing, Chinese guy dance, funny Chinese man dancing, Dancing Asian man, Chinese dance meme, Chinese man dancing meme, Chinese man dancing, Chinese guy dancing, big Asian man dancing song, buff Chinese man dancing, dancing Asian man song, buff Chinese man dancing song, dancing Chinese man, Asian man dancing, Chinese guy dancing meme, Asian guy dancing meme, Chinese dancing man, Asian guy dancing, dancing Asian man tiktok, Asian dance meme, Chinese dancing meme, angry Chinese man dancing, Chinese guy dance, funny Chinese man dancing, Dancing Asian man, Chinese dance meme, Chinese man dancing meme, Chinese man dancing, Chinese guy dancing, big Asian man dancing song, buff Chinese man dancing, dancing Asian man song, buff Chinese man dancing song, dancing Chinese man, Asian man dancing, Chinese guy dancing meme, Asian guy dancing meme, Chinese dancing man, Asian guy dancing, dancing Asian man tiktok, Asian dance meme, Chinese dancing meme, angry Chinese man dancing, Chinese guy dance, funny Chinese man dancing, https://youtu.be/074-vejvWAE",1,2026-05-10 04:07:34
good game,1,2026-05-10 03:58:25
The Zone is ridiculous. It appear suddenly and player even don't have enough time to get in to zone. There are few cars. Shooting style is slow,0,2026-05-10 03:57:22
TPP focus is a mistake.,0,2026-05-10 03:30:53
"lame ass game, i played 150 hours with no problem at all, i love the game but for god's sake after 150 mark my game just started crushing whenever i hopped into a game, it happened after i downloaded valorant which i deleted after the game started crushing, i tried to verify the files, delete the game and redownload, nothing works.",0,2026-05-10 03:28:30
POES KAK,0,2026-05-10 03:20:19
Good,1,2026-05-10 02:59:43
its counter strike enough said,1,2026-05-10 02:53:39
toots,1,2026-05-10 02:16:58
"one of the classics
",1,2026-05-10 01:30:28
♥♥♥♥,0,2026-05-10 01:26:18
..,1,2026-05-10 00:53:21
no sounds,0,2026-05-10 00:41:44
pubg,1,2026-05-09 23:58:32
gg,1,2026-05-09 23:48:32
